gene,control_rep3,exp_rep3,control_rep1,exp_rep2,control_rep2,exp_rep1
ENSG00000109436.8,6376,5084,5730,6178,4673,6113
ENSG00000249661.1,7,11,3,9,7,6
ENSG00000207155.1,0,0,0,0,0,0
ENSG00000248335.1,0,0,0,0,0,0
ENSG00000273472.2,140,114,126,121,117,106
ENSG00000222613.1,0,0,0,0,0,0
ENSG00000170153.11,5014,4454,4395,4968,3779,5096
ENSG00000109445.11,3704,2677,3043,2926,2427,2902
ENSG00000248747.1,5,7,6,5,1,0
ENSG00000248810.4,24,12,5,15,17,5
ENSG00000250189.2,0,0,0,0,0,0
ENSG00000272632.1,2,0,1,0,0,0
ENSG00000250141.1,0,0,0,0,0,0
ENSG00000164136.17,47,39,38,55,34,53
ENSG00000109452.13,1400,1210,1166,2507,1001,2471
ENSG00000242134.2,1,0,0,0,0,0
ENSG00000250835.1,0,0,0,1,0,0
ENSG00000251248.1,0,0,0,0,0,0
ENSG00000249806.1,0,0,2,1,1,0
ENSG00000250326.2,34,18,22,12,28,25
ENSG00000251300.1,0,0,0,0,0,0
ENSG00000170185.11,3721,2790,3049,3137,2689,3326
ENSG00000250969.1,0,1,0,0,0,0
ENSG00000200049.1,0,0,0,0,0,0
ENSG00000109458.10,3875,2911,3424,3773,2797,4375
ENSG00000265623.1,0,0,0,0,0,0
ENSG00000228981.3,41,48,41,25,40,34
ENSG00000286771.1,0,2,0,0,1,1
ENSG00000293348.1,0,0,0,0,0,0
ENSG00000243175.2,0,0,0,0,0,0
ENSG00000250540.1,0,0,0,0,0,0
ENSG00000245112.2,375,329,249,280,261,314
ENSG00000153147.6,32867,25299,28328,28551,24155,30449
ENSG00000248924.3,0,0,0,0,0,0
ENSG00000293301.1,0,0,0,0,0,0
ENSG00000251600.9,73,54,56,44,44,54
ENSG00000236296.9,0,0,0,0,0,0
ENSG00000183090.5,2,1,2,1,3,3
ENSG00000250345.2,0,0,0,0,1,0
ENSG00000197465.14,37,27,24,32,25,39
ENSG00000249741.2,25,26,20,17,25,20
ENSG00000250361.10,0,0,0,0,0,0
ENSG00000286055.1,0,0,0,0,0,0
ENSG00000170180.22,0,1,0,0,0,0
ENSG00000285783.1,0,0,3,0,0,0
ENSG00000285713.1,1,5,5,7,0,2
ENSG00000261129.1,0,0,0,0,0,0
ENSG00000250504.2,0,2,0,2,0,1
ENSG00000248890.4,15,16,9,7,5,8
ENSG00000164161.10,20,21,24,29,17,28
ENSG00000289314.1,0,0,0,1,0,0
ENSG00000273621.1,0,0,0,0,0,0
ENSG00000164162.14,629,539,517,539,490,680
ENSG00000249193.1,7,12,5,15,5,14
ENSG00000250406.2,1,1,0,1,1,0
ENSG00000251452.2,0,0,0,0,0,0
ENSG00000222594.1,0,0,0,0,0,0
ENSG00000164163.11,16689,12698,14053,14472,12689,15681
ENSG00000164164.17,8381,5988,7704,7433,5909,7833
ENSG00000238713.1,0,0,0,0,0,0
ENSG00000240992.1,0,0,0,0,0,0
ENSG00000272727.2,7,5,2,6,5,15
ENSG00000251333.3,29,29,16,20,19,15
ENSG00000278943.1,10,9,7,7,3,3
ENSG00000286420.1,0,1,0,0,0,0
ENSG00000248745.2,0,0,0,0,0,0
ENSG00000170365.10,2573,2159,2205,2156,1834,2446
ENSG00000250582.1,0,0,0,1,0,0
ENSG00000250902.1,0,3,0,0,0,0
ENSG00000151611.17,670,483,550,608,419,637
ENSG00000249245.2,9,4,5,6,5,5
ENSG00000248356.1,0,0,0,4,0,1
ENSG00000237136.8,0,1,1,0,1,1
ENSG00000151612.18,2024,1430,1751,1640,1388,1402
ENSG00000279481.1,4,0,1,1,0,2
ENSG00000251687.1,1,0,0,0,0,0
ENSG00000201314.1,0,0,0,0,0,0
ENSG00000260303.1,0,0,0,0,0,0
ENSG00000248809.6,0,2,0,0,0,0
ENSG00000164167.12,2075,1868,1777,1777,1465,1900
ENSG00000279845.1,3,3,2,0,2,2
ENSG00000250673.3,4,3,5,1,0,1
ENSG00000251010.1,0,0,0,0,0,0
ENSG00000120519.16,1410,919,1141,842,1094,899
ENSG00000278438.1,0,0,0,0,0,0
ENSG00000288998.2,4,4,2,5,4,6
ENSG00000207182.1,0,0,0,0,0,0
ENSG00000151615.3,34,19,20,7,12,6
ENSG00000137473.19,118,63,90,63,68,69
ENSG00000248764.1,0,0,0,0,0,0
ENSG00000248346.1,0,0,0,1,0,0
ENSG00000260090.1,0,0,0,0,0,0
ENSG00000279376.1,0,0,1,0,0,0
ENSG00000286371.1,0,0,0,0,0,0
ENSG00000221369.1,0,0,0,0,0,0
ENSG00000241281.1,1,0,0,0,0,0
ENSG00000249004.1,0,0,1,0,0,1
ENSG00000151617.17,2960,2314,2593,2198,2251,2041
ENSG00000280219.1,251,198,200,195,159,200
ENSG00000251254.1,4,0,3,3,2,2
ENSG00000251688.2,0,0,0,0,0,0
ENSG00000251298.1,0,3,2,1,1,2
ENSG00000164168.8,6550,5145,5238,5792,4673,5989
ENSG00000164169.13,1352,1057,1119,1214,1003,1104
ENSG00000071205.12,3152,2653,2572,2854,2410,2715
ENSG00000252951.1,0,0,0,0,0,0
ENSG00000264274.1,0,0,0,0,0,0
ENSG00000240014.3,0,0,0,0,0,0
ENSG00000270387.1,0,0,0,0,0,0
ENSG00000151623.15,1472,1263,1234,1732,1158,1654
ENSG00000250354.1,0,0,1,0,0,0
ENSG00000287292.1,7,10,6,4,7,9
ENSG00000251418.2,0,0,0,0,0,0
ENSG00000201846.1,0,0,0,0,0,0
ENSG00000250357.1,1,1,0,0,0,0
ENSG00000225176.2,0,0,0,0,0,1
ENSG00000279016.1,0,0,0,0,0,0
ENSG00000249317.2,0,0,0,0,0,0
ENSG00000239168.1,0,0,0,0,0,0
ENSG00000249752.1,0,1,2,2,1,4
ENSG00000250252.2,0,0,0,0,0,0
ENSG00000248210.2,0,0,0,0,0,1
ENSG00000234828.9,4,0,0,2,0,0
ENSG00000287565.1,0,0,0,0,0,0
ENSG00000250905.1,0,0,0,0,1,0
ENSG00000251482.1,1,1,1,1,0,0
ENSG00000202331.1,0,0,0,0,0,0
ENSG00000207121.1,0,0,0,0,0,0
ENSG00000250704.1,0,0,0,0,0,0
ENSG00000286711.1,0,0,0,0,0,0
ENSG00000170390.16,233,234,203,180,200,161
ENSG00000238721.1,0,0,0,0,0,0
ENSG00000198589.15,17762,12616,15612,17611,12803,18114
ENSG00000248521.1,0,0,0,0,1,0
ENSG00000249690.1,1,0,0,1,0,0
ENSG00000181541.6,6,23,10,40,0,26
ENSG00000183432.6,0,0,0,0,0,0
ENSG00000252451.1,0,0,0,0,0,0
ENSG00000235606.3,0,0,1,0,0,0
ENSG00000145425.10,158634,173891,125286,152849,122130,159704
ENSG00000201264.1,1,2,3,0,1,0
ENSG00000109686.20,8229,6316,7076,7376,5874,8081
ENSG00000208797.1,0,0,0,0,0,0
ENSG00000270681.1,107,82,77,69,82,95
ENSG00000249012.2,0,2,2,6,4,0
ENSG00000189099.12,0,1,0,0,0,0
ENSG00000250350.1,0,0,0,0,3,0
ENSG00000252544.1,0,0,0,0,0,0
ENSG00000270265.1,10,5,10,6,8,6
ENSG00000251611.1,18,8,20,11,10,5
ENSG00000164142.16,1980,1387,1712,1969,1222,1745
ENSG00000253019.1,0,0,0,0,0,0
ENSG00000059691.12,2716,2535,2211,2489,2110,2554
ENSG00000251455.1,10,4,8,10,4,3
ENSG00000249184.2,3,1,3,2,0,1
ENSG00000286761.1,0,0,0,0,0,0
ENSG00000249708.1,0,0,0,0,0,0
ENSG00000249818.2,0,0,0,0,0,0
ENSG00000248991.2,1,0,1,0,0,0
ENSG00000286066.1,0,0,0,0,0,0
ENSG00000251249.2,2,0,3,2,5,0
ENSG00000253077.1,0,0,0,0,0,0
ENSG00000286720.1,0,0,0,1,0,2
ENSG00000245954.10,1,0,0,0,1,0
ENSG00000287504.1,1,0,1,1,0,4
ENSG00000250706.1,0,0,1,0,1,0
ENSG00000251377.2,0,0,0,0,0,0
ENSG00000244544.2,0,0,1,0,0,0
ENSG00000270302.1,0,0,0,0,0,1
ENSG00000270883.1,0,1,1,0,2,0
ENSG00000109670.17,3382,2581,2816,2761,2338,2834
ENSG00000270751.1,0,0,0,0,0,1
ENSG00000287555.1,1,1,1,1,2,0
ENSG00000264678.1,0,0,0,0,0,0
ENSG00000268471.6,183,150,109,142,127,131
ENSG00000283792.1,0,0,0,0,0,0
ENSG00000243417.1,1,2,0,0,0,2
ENSG00000240669.1,4,5,4,6,2,7
ENSG00000170006.13,50,34,44,72,33,71
ENSG00000248571.1,0,0,0,0,0,0
ENSG00000169989.3,103,84,97,85,65,102
ENSG00000164144.16,4898,3861,4047,4319,3554,4971
ENSG00000250980.1,0,1,0,0,0,0
ENSG00000231841.1,7,9,12,14,15,7
ENSG00000287642.3,63,62,46,57,50,55
ENSG00000137460.10,627,513,546,688,445,583
ENSG00000249022.2,2,0,0,0,0,0
ENSG00000109654.16,3340,2550,3101,3027,2510,3205
ENSG00000288637.1,0,1,0,3,3,2
ENSG00000252030.1,0,0,0,0,0,0
ENSG00000201786.1,0,0,0,0,0,0
ENSG00000213406.3,19,29,22,34,10,23
ENSG00000121211.8,11,4,7,7,9,2
ENSG00000243883.3,0,0,0,0,0,0
ENSG00000121210.16,4282,3482,3638,3062,2974,3142
ENSG00000287216.1,1,0,0,1,1,2
ENSG00000290441.1,1,0,0,0,0,2
ENSG00000248208.1,1,0,0,1,1,1
ENSG00000250771.3,0,0,0,0,0,0
ENSG00000137462.9,178,163,171,140,148,163
ENSG00000145428.15,27,35,31,13,22,7
ENSG00000249309.1,1,0,0,0,0,0
ENSG00000145423.5,22,51,24,82,18,30
ENSG00000280241.4,0,0,2,0,2,1
ENSG00000197410.14,96,75,75,59,82,26
ENSG00000278981.1,0,0,0,0,0,0
ENSG00000280005.1,0,0,0,0,0,0
ENSG00000249200.1,0,0,0,0,0,0
ENSG00000250609.1,0,0,0,0,0,0
ENSG00000171566.12,13765,10771,11071,10575,10447,11030
ENSG00000200350.1,0,1,1,3,0,3
ENSG00000248611.1,0,0,0,0,0,0
ENSG00000171564.12,361471,368704,315856,479555,247159,416924
ENSG00000171560.18,65350,40527,62571,61541,38391,57145
ENSG00000171557.17,98509,75776,92135,124288,62877,99943
ENSG00000287770.1,20,8,22,46,17,22
ENSG00000121207.12,9949,6206,8362,4209,7686,4847
ENSG00000249074.1,0,0,0,0,0,0
ENSG00000249041.1,0,4,6,0,6,4
ENSG00000249692.1,0,0,0,0,0,0
ENSG00000151962.8,29,18,41,33,14,28
ENSG00000222582.1,0,0,0,0,0,0
ENSG00000252604.1,0,0,0,0,0,0
ENSG00000250910.8,5,3,10,7,3,2
ENSG00000250538.6,2,1,0,2,0,2
ENSG00000185149.6,8,4,6,2,3,6
ENSG00000249924.2,0,0,0,0,0,0
ENSG00000164114.19,6173,4837,5462,5636,4699,6520
ENSG00000250205.1,0,0,0,0,0,0
ENSG00000250398.1,0,0,0,0,0,0
ENSG00000271606.1,0,0,0,0,0,0
ENSG00000287730.1,0,0,0,0,0,0
ENSG00000249247.1,0,0,0,0,0,0
ENSG00000249770.1,0,0,0,0,0,0
ENSG00000248748.1,0,0,0,0,0,0
ENSG00000248548.1,0,0,0,0,0,0
ENSG00000249127.1,0,0,0,0,0,0
ENSG00000249698.1,0,0,0,0,0,0
ENSG00000248420.1,0,0,0,0,0,0
ENSG00000249386.1,0,0,0,0,0,0
ENSG00000251223.1,0,0,0,0,0,0
ENSG00000248907.1,0,0,0,0,0,0
ENSG00000251407.1,0,0,0,0,0,0
ENSG00000251244.3,0,1,1,2,0,1
ENSG00000164116.17,691,575,541,671,404,705
ENSG00000260244.1,0,0,0,0,0,0
ENSG00000061918.14,539,466,427,588,348,479
ENSG00000256394.3,5,0,0,0,0,0
ENSG00000151790.9,517,457,493,562,401,396
ENSG00000256043.5,793,653,699,792,532,764
ENSG00000289320.1,0,0,0,0,0,0
ENSG00000249013.1,0,0,0,0,0,1
ENSG00000251511.1,0,1,0,0,0,0
ENSG00000251283.1,0,0,0,0,0,0
ENSG00000249479.1,0,0,0,0,0,0
ENSG00000248912.1,0,0,0,0,0,0
ENSG00000145431.11,3780,3586,3156,3849,2588,4066
ENSG00000248629.1,0,0,0,0,0,0
ENSG00000280284.1,0,0,0,0,0,0
ENSG00000278880.1,0,0,0,0,0,0
ENSG00000250622.1,0,0,0,0,0,0
ENSG00000252350.1,0,0,0,0,0,0
ENSG00000252524.1,0,0,0,0,0,0
ENSG00000109738.11,323,318,291,272,201,314
ENSG00000199859.1,0,0,0,0,0,0
ENSG00000120251.22,57,26,49,29,36,27
ENSG00000249819.1,0,0,0,0,0,0
ENSG00000286133.2,0,0,0,0,0,1
ENSG00000234111.6,0,0,0,0,0,0
ENSG00000249275.1,0,0,0,0,0,0
ENSG00000200521.1,0,0,0,0,0,0
ENSG00000249627.1,0,0,0,0,0,0
ENSG00000279703.1,0,0,0,0,0,0
ENSG00000286862.1,0,0,0,0,0,0
ENSG00000287226.1,3,4,7,9,0,4
ENSG00000279994.1,0,1,1,0,0,1
ENSG00000250475.1,0,0,2,0,0,1
ENSG00000279139.1,0,0,0,0,0,1
ENSG00000280140.1,3,2,5,11,4,4
ENSG00000164125.16,13832,11531,12612,14898,10115,17814
ENSG00000248429.5,172,170,160,311,124,320
ENSG00000287822.1,0,0,1,2,0,1
ENSG00000251073.1,0,0,0,0,0,1
ENSG00000250604.2,1,0,1,1,0,0
ENSG00000164124.11,2307,1873,2011,2558,1651,2734
ENSG00000286558.1,1,0,4,1,3,3
ENSG00000293013.1,2,1,0,7,1,3
ENSG00000251429.2,1,0,0,0,2,1
ENSG00000171509.16,3,1,1,1,0,1
ENSG00000199634.1,0,0,0,0,0,0
ENSG00000248387.1,0,0,0,0,0,0
ENSG00000249901.1,0,0,0,0,0,0
ENSG00000205208.5,4370,3635,3945,3761,3267,3998
ENSG00000171503.13,965,841,843,896,716,888
ENSG00000271817.2,0,0,0,0,0,0
ENSG00000171497.5,6025,4751,5018,5098,4011,5382
ENSG00000052795.13,5751,4390,5131,5674,4294,6470
ENSG00000206703.1,0,0,0,0,0,0
ENSG00000289999.1,0,0,0,0,0,0
ENSG00000164123.7,7,6,8,7,8,10
ENSG00000274535.1,0,0,0,0,0,0
ENSG00000248988.1,8,7,6,6,5,9
ENSG00000249367.1,0,0,0,0,0,0
ENSG00000206978.1,0,0,0,0,0,0
ENSG00000109756.10,6569,4564,5612,6059,4823,6092
ENSG00000264105.1,0,0,0,0,0,0
ENSG00000283379.1,0,0,0,0,0,0
ENSG00000248552.1,0,0,0,0,0,0
ENSG00000250180.1,0,0,0,0,0,0
ENSG00000250488.2,0,0,0,0,0,0
ENSG00000250997.1,0,0,0,0,0,0
ENSG00000249425.1,0,0,0,0,0,0
ENSG00000242635.2,0,0,0,0,0,0
ENSG00000249568.1,1,1,1,0,1,0
ENSG00000168843.14,1011,570,955,438,762,487
ENSG00000249419.1,0,0,0,0,0,0
ENSG00000251253.1,0,0,0,0,0,0
ENSG00000248396.1,0,0,0,0,0,0
ENSG00000248431.2,0,0,0,1,0,0
ENSG00000287072.1,0,0,0,0,0,0
ENSG00000251123.1,0,0,0,0,0,0
ENSG00000283468.1,0,0,0,0,0,0
ENSG00000250027.1,22,19,17,14,15,29
ENSG00000145414.9,2426,1920,2084,1909,1797,2057
ENSG00000250547.1,0,0,0,0,0,0
ENSG00000164128.7,860,706,800,765,630,899
ENSG00000164129.12,28,32,30,7,20,18
ENSG00000227283.1,0,0,0,0,0,0
ENSG00000151005.5,0,0,0,1,0,1
ENSG00000198498.10,3223,2820,2857,2679,2353,3148
ENSG00000145416.14,189,154,172,99,157,110
ENSG00000273449.1,15,7,11,8,14,19
ENSG00000253001.1,0,0,0,0,0,0
ENSG00000177803.7,5,4,3,4,3,6
ENSG00000250746.1,19,22,10,32,12,19
ENSG00000248546.3,17,29,11,13,12,10
ENSG00000251162.1,0,0,0,0,0,0
ENSG00000223037.1,0,0,0,0,0,0
ENSG00000248162.1,0,0,0,0,0,0
ENSG00000248771.5,3,3,4,4,0,10
ENSG00000201050.1,0,0,0,0,0,0
ENSG00000248329.6,272,173,233,72,196,101
ENSG00000250227.1,0,0,1,0,0,0
ENSG00000244146.1,1,2,3,0,0,2
ENSG00000285563.1,1,0,0,0,0,0
ENSG00000221891.2,0,0,0,0,0,0
ENSG00000270960.1,0,0,0,0,0,0
ENSG00000248645.1,0,0,0,0,0,0
ENSG00000121089.4,16,28,17,20,14,13
ENSG00000236941.6,0,2,0,2,0,2
ENSG00000183439.10,0,1,0,0,0,0
ENSG00000250486.5,0,0,0,0,0,0
ENSG00000248229.1,0,0,0,0,0,0
ENSG00000250887.1,0,0,0,0,0,0
ENSG00000250712.1,0,0,0,1,0,2
ENSG00000240674.1,9,6,8,3,3,5
ENSG00000176979.14,0,0,0,0,0,0
ENSG00000276623.1,0,0,0,0,0,0
ENSG00000250430.1,0,0,0,0,0,0
ENSG00000249617.1,3,3,1,3,3,3
ENSG00000250374.5,0,1,0,2,0,1
ENSG00000170088.14,2993,2451,2586,2846,2294,3015
ENSG00000109466.14,2310,1722,2048,1964,1600,1837
ENSG00000200974.1,0,0,0,0,0,0
ENSG00000229894.5,1,1,0,0,0,1
ENSG00000052802.13,14030,11620,12190,14608,9905,15245
ENSG00000109472.14,26921,24689,22867,25635,18970,26759
ENSG00000207559.1,0,1,0,0,0,0
ENSG00000251596.1,19,6,10,9,7,4
ENSG00000248287.1,0,0,0,0,0,0
ENSG00000248327.1,0,1,1,1,0,1
ENSG00000287424.1,0,0,0,0,0,0
ENSG00000250725.2,0,0,0,0,0,0
ENSG00000249500.1,0,0,0,0,1,0
ENSG00000038295.8,913,659,713,704,695,909
ENSG00000252959.1,0,0,0,0,0,0
ENSG00000206711.1,0,0,0,0,0,0
ENSG00000249675.1,3,0,0,0,0,0
ENSG00000196104.11,8316,9610,6943,4856,6724,4879
ENSG00000212373.1,0,0,0,0,0,0
ENSG00000250150.1,0,0,0,0,0,0
ENSG00000240772.3,0,0,0,0,0,0
ENSG00000248913.1,0,0,0,0,0,0
ENSG00000222721.1,0,0,0,0,0,0
ENSG00000270336.1,0,0,0,0,0,0
ENSG00000248601.1,0,0,0,0,0,0
ENSG00000109511.12,174,202,133,109,176,91
ENSG00000287188.1,0,1,0,1,1,0
ENSG00000137628.18,280,132,235,218,184,168
ENSG00000181381.15,392,190,370,269,288,285
ENSG00000207171.1,0,0,0,0,0,0
ENSG00000129116.20,17340,12141,15201,10142,12287,11552
ENSG00000229226.3,0,0,0,0,0,0
ENSG00000249623.1,0,1,0,0,0,0
ENSG00000206613.1,0,0,0,0,0,0
ENSG00000214676.4,0,1,0,0,1,0
ENSG00000249609.1,2,1,1,2,2,0
ENSG00000279384.1,9,10,7,11,8,9
ENSG00000145439.12,4745,3833,4261,4327,3608,4652
ENSG00000201176.1,5,0,7,0,1,0
ENSG00000201818.1,0,0,3,2,0,2
ENSG00000251445.1,1,1,0,0,2,0
ENSG00000154447.15,6921,5673,5903,6722,4763,6584
ENSG00000214671.4,0,0,0,0,0,0
ENSG00000251171.1,0,0,2,1,0,0
ENSG00000289249.2,0,0,0,1,0,0
ENSG00000137601.18,1517,987,1239,1252,1101,1326
ENSG00000286302.1,2,3,0,8,0,1
ENSG00000109572.16,12400,9584,11246,13607,9118,14049
ENSG00000056050.7,2731,2150,2270,2172,2044,2229
ENSG00000229204.3,18,20,20,5,7,6
ENSG00000248625.1,1,4,0,2,2,1
ENSG00000287660.1,0,0,0,0,0,0
ENSG00000288003.1,0,0,0,0,0,0
ENSG00000248319.4,0,1,2,3,3,0
ENSG00000287298.1,0,0,0,0,0,0
ENSG00000289508.2,0,0,0,0,0,0
ENSG00000251200.2,0,0,0,0,0,0
ENSG00000249955.2,3,1,1,3,1,1
ENSG00000198948.12,2715,1671,2395,2742,1801,3005
ENSG00000109576.14,1483,1150,1198,1414,974,1312
ENSG00000248822.1,0,0,0,1,0,1
ENSG00000248739.1,0,0,0,0,0,0
ENSG00000250266.3,269,145,218,136,173,123
ENSG00000251061.2,0,0,0,2,1,0
ENSG00000250082.1,0,0,0,0,0,0
ENSG00000293021.1,0,0,0,0,0,0
ENSG00000181359.6,3,3,6,2,0,3
ENSG00000250968.1,0,0,0,1,1,1
ENSG00000249943.1,0,0,0,0,0,0
ENSG00000251961.1,0,0,0,0,0,0
ENSG00000286580.1,0,0,1,0,0,0
ENSG00000248872.2,0,0,0,0,0,0
ENSG00000249525.1,0,0,0,0,0,0
ENSG00000248755.1,0,0,0,0,0,0
ENSG00000278502.1,0,0,0,0,0,0
ENSG00000248339.1,0,0,0,0,0,0
ENSG00000287210.1,0,0,0,0,0,0
ENSG00000249297.2,0,0,0,0,0,0
ENSG00000251176.1,0,0,0,0,0,0
ENSG00000174473.17,186,173,146,144,146,138
ENSG00000248637.1,0,0,0,0,0,0
ENSG00000245213.7,75,59,54,76,56,68
ENSG00000241652.3,0,0,0,0,0,1
ENSG00000109586.12,15696,12827,13432,16126,11210,19274
ENSG00000221296.2,0,0,0,1,0,0
ENSG00000290017.1,4,4,9,2,2,4
ENSG00000248774.1,31,38,28,38,43,40
ENSG00000164104.12,18136,15489,15490,15209,12297,13787
ENSG00000288728.2,15,15,18,21,9,19
ENSG00000272870.4,56,44,40,43,39,44
ENSG00000164105.4,1293,1247,1101,1179,873,1049
ENSG00000164106.8,2,6,1,17,1,9
ENSG00000288025.1,3,0,1,2,2,4
ENSG00000242882.1,6,9,7,6,6,3
ENSG00000286226.1,0,0,0,0,1,0
ENSG00000252898.1,0,0,0,0,0,0
ENSG00000261646.1,1,3,1,2,0,1
ENSG00000286039.3,25,27,17,30,21,23
ENSG00000288776.1,0,4,0,3,0,1
ENSG00000164107.9,24,67,30,126,7,57
ENSG00000237125.13,8,24,21,46,2,23
ENSG00000234801.3,37,43,37,44,26,32
ENSG00000213370.3,13,31,14,27,11,21
ENSG00000250708.3,1,0,0,0,1,0
ENSG00000250043.1,0,0,0,0,0,0
ENSG00000251216.2,0,0,0,0,0,1
ENSG00000248174.8,2,4,3,4,2,5
ENSG00000250957.1,1,0,0,2,0,1
ENSG00000251213.1,0,0,0,0,0,0
ENSG00000289179.1,7,2,1,5,3,3
ENSG00000289210.1,20,19,15,10,6,12
ENSG00000164117.14,1007,694,855,868,750,747
ENSG00000164118.13,1176,898,1088,1017,824,1028
ENSG00000249875.1,0,0,0,0,2,0
ENSG00000265846.1,0,0,0,0,0,0
ENSG00000164120.14,1196,932,961,1333,894,1585
ENSG00000251584.2,3,2,3,3,1,1
ENSG00000293043.1,3,0,1,0,3,6
ENSG00000250596.3,0,0,0,0,0,0
ENSG00000145451.13,9,13,19,9,15,14
ENSG00000168594.15,3,2,2,0,0,1
ENSG00000250200.1,0,0,0,0,0,0
ENSG00000250431.1,0,0,0,0,0,0
ENSG00000249411.1,0,0,0,0,0,0
ENSG00000286494.1,0,0,0,0,0,0
ENSG00000249284.1,0,0,0,0,0,0
ENSG00000248551.1,0,0,2,0,0,0
ENSG00000249945.2,0,0,0,0,0,0
ENSG00000251174.1,0,0,0,0,0,1
ENSG00000248574.1,0,0,0,0,0,0
ENSG00000289392.1,0,0,0,0,0,0
ENSG00000150625.17,816,736,662,351,616,357
ENSG00000249106.1,0,0,0,0,0,0
ENSG00000248249.1,0,0,0,1,1,0
ENSG00000250372.1,0,0,0,0,0,0
ENSG00000150627.16,146,92,128,91,126,121
ENSG00000201516.1,0,0,0,0,0,0
ENSG00000150628.7,25,12,15,15,16,8
ENSG00000164122.9,23,10,12,19,20,12
ENSG00000248980.1,0,0,0,0,0,0
ENSG00000289149.1,27,22,17,21,29,35
ENSG00000129128.13,14283,11330,13129,12822,10633,15208
ENSG00000289520.1,105,101,93,110,73,125
ENSG00000248480.1,0,0,0,0,0,0
ENSG00000248388.5,2,9,2,8,0,7
ENSG00000150630.4,54,75,63,81,53,60
ENSG00000287544.1,0,1,0,0,0,2
ENSG00000249458.1,0,0,0,0,0,0
ENSG00000250263.2,0,0,0,0,0,0
ENSG00000222859.1,0,0,0,0,0,0
ENSG00000249008.1,0,0,0,0,0,0
ENSG00000109674.4,975,672,813,694,671,637
ENSG00000249084.1,6,3,2,1,2,4
ENSG00000038002.9,1575,1316,1349,1562,1135,1519
ENSG00000250131.2,304,167,295,174,223,175
ENSG00000201931.1,1,0,2,0,0,0
ENSG00000251416.1,1,0,1,0,0,1
ENSG00000231171.4,0,2,1,1,3,0
ENSG00000251504.1,1,2,5,2,3,2
ENSG00000253000.1,0,0,0,0,0,0
ENSG00000241877.1,1,2,0,0,0,0
ENSG00000201727.1,0,0,0,0,0,0
ENSG00000212191.1,0,0,0,0,0,0
ENSG00000250839.1,0,0,0,0,0,0
ENSG00000250993.1,0,0,0,0,0,0
ENSG00000248921.1,0,0,0,0,0,0
ENSG00000287083.1,5,14,6,4,8,5
ENSG00000287775.1,1,0,0,0,0,0
ENSG00000289951.1,0,0,0,0,0,0
ENSG00000251025.1,0,1,2,0,0,0
ENSG00000249883.1,0,0,0,0,0,0
ENSG00000248197.1,0,0,0,0,0,0
ENSG00000248770.1,0,0,0,2,0,0
ENSG00000249460.2,0,0,0,0,0,0
ENSG00000225356.3,15,18,8,18,12,17
ENSG00000286860.1,0,0,0,0,0,0
ENSG00000287948.1,0,0,0,0,0,0
ENSG00000251336.1,0,0,0,0,0,0
ENSG00000251742.1,0,0,0,0,0,0
ENSG00000177822.10,291,237,218,309,230,278
ENSG00000251433.1,0,0,0,0,0,0
ENSG00000218336.9,10659,8439,9186,11061,7635,11335
ENSG00000248266.1,0,1,0,1,0,0
ENSG00000290012.1,1,1,0,1,2,0
ENSG00000221227.1,0,0,0,1,0,0
ENSG00000252343.1,0,0,0,0,0,0
ENSG00000251714.1,0,0,0,0,1,0
ENSG00000248816.1,0,0,0,0,0,1
ENSG00000248694.1,0,0,0,0,0,1
ENSG00000286119.1,0,0,0,0,0,0
ENSG00000272646.1,3,7,2,1,3,2
ENSG00000129187.15,8510,7282,6851,7819,5735,7721
ENSG00000286821.1,0,0,0,0,0,0
ENSG00000250636.1,0,0,0,0,0,0
ENSG00000293019.1,0,0,0,0,0,0
ENSG00000230219.4,0,0,0,0,0,0
ENSG00000273180.1,2,4,2,0,0,0
ENSG00000272784.1,6,4,5,4,12,3
ENSG00000251359.4,34,17,25,34,26,16
ENSG00000151718.16,7785,5259,6890,6409,5497,6202
ENSG00000251128.1,0,0,0,0,0,1
ENSG00000177300.7,0,0,0,0,0,0
ENSG00000185758.9,2,0,0,0,3,0
ENSG00000250292.1,8,4,10,4,5,3
ENSG00000248376.2,0,0,0,0,0,0
ENSG00000168564.6,2457,2012,2258,2474,1683,2479
ENSG00000213434.2,1,0,3,5,2,5
ENSG00000232648.4,58,38,49,63,44,42
ENSG00000168556.7,1119,879,890,972,806,889
ENSG00000272744.1,23,10,12,13,16,12
ENSG00000182552.15,2148,1668,1714,1792,1493,1952
ENSG00000252157.1,0,0,0,0,1,0
ENSG00000168538.16,4397,3005,3653,3931,3090,3768
ENSG00000201433.1,0,0,2,0,0,0
ENSG00000251739.1,2,6,4,6,1,1
ENSG00000287349.1,0,0,2,3,1,1
ENSG00000283383.1,0,0,0,0,0,0
ENSG00000173320.12,1743,1280,1486,1346,1187,1335
ENSG00000248206.2,13,3,12,11,5,10
ENSG00000283355.1,10,8,5,1,7,5
ENSG00000250726.1,1,0,0,0,0,0
ENSG00000164303.11,0,1,0,1,1,1
ENSG00000287433.1,6,0,3,5,2,3
ENSG00000240159.1,0,0,0,0,0,0
ENSG00000244512.3,0,0,0,0,0,0
ENSG00000227765.4,7,5,6,3,1,2
ENSG00000180712.5,7,9,14,23,5,13
ENSG00000249096.7,0,0,1,2,0,4
